TotalCharges,MonthlyCharges,SeniorCitizen,tenure,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
813.85,85.6,0,10,1,1,0,1,2,1,0,0,0,0,2,0,0,1,2,1
1119.35,49.45,0,23,0,0,1,1,0,0,0,0,0,2,0,0,1,1,2,0
882.55,25.75,0,35,0,1,1,1,2,2,1,1,1,1,1,1,0,1,2,0
4448.8,70.8,0,63,1,1,0,1,0,0,2,2,0,2,2,0,1,0,1,0
219.0,43.25,0,5,1,0,0,0,1,0,2,2,2,2,0,0,0,1,3,1
5121.3,107.4,0,48,0,0,0,1,2,1,0,2,2,0,2,2,0,1,0,1
1885.15,88.75,0,22,1,1,1,1,2,1,0,0,2,0,2,0,0,1,2,0
600.15,74.05,1,8,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0
633.45,94.05,0,7,0,0,0,1,0,1,0,2,0,0,2,2,1,1,3,0
141.6,20.0,0,8,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0
3395.8,99.05,1,35,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1
886.7,70.15,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0
51.2,51.2,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,0
1426.75,96.3,1,15,0,0,0,1,0,1,2,0,2,2,0,2,0,1,3,1
196.95,45.3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1
58.85,19.75,0,3,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,1
3306.85,67.4,0,49,0,0,0,1,0,0,2,2,2,2,0,0,2,0,0,0
930.9,20.15,0,50,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0
74.35,74.35,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0
6953.4,111.15,0,64,0,1,0,1,2,1,0,2,2,2,2,2,0,1,2,0
994.55,64.65,0,15,0,0,0,1,2,0,2,0,0,0,0,2,0,1,0,1
3019.1,80.05,0,37,0,0,0,1,0,1,0,2,2,0,0,0,1,0,2,0
1923.5,66.3,0,30,0,1,1,1,0,0,2,0,0,2,0,2,0,0,0,0
2184.6,85.2,0,26,1,0,0,1,0,1,0,2,2,2,0,0,1,1,2,0
2130.55,88.45,1,23,0,1,1,1,0,1,0,2,2,0,0,2,0,1,0,0
20.15,20.15,0,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,0,0
564.35,68.55,0,8,0,1,1,1,0,0,0,0,0,2,2,2,0,1,2,0
57.4,20.55,0,3,0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,0
970.85,20.15,0,50,0,0,1,1,0,2,1,1,1,1,1,1,2,0,1,0
2029.05,50.05,0,41,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0
7711.25,114.95,0,70,1,0,0,1,2,1,2,2,2,2,2,2,2,1,0,0
7244.7,106.6,0,67,0,0,1,1,2,1,0,2,0,2,2,2,1,1,0,0
5443.65,111.8,0,48,1,1,1,1,2,1,2,2,2,2,2,2,2,0,1,0
5552.05,100.9,0,55,1,0,0,1,0,1,2,2,0,0,2,2,1,1,3,0
434.5,90.35,0,5,1,1,1,1,0,1,2,0,2,0,0,2,0,1,3,0
5822.3,93.4,0,64,1,1,1,1,2,1,2,0,2,0,0,2,2,0,0,0
3959.35,95.25,0,42,1,1,0,1,2,1,0,2,2,0,2,0,0,1,0,1
402.85,20.5,0,21,1,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0
196.35,20.0,0,11,0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,0
4178.65,106.0,0,40,1,1,0,1,2,1,0,2,2,0,2,2,1,1,0,0
1406.0,59.95,0,23,1,1,0,1,0,0,2,0,0,0,0,2,0,1,0,0
1291.35,49.0,0,27,1,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0
1539.8,103.45,0,15,1,1,0,1,2,1,0,0,2,2,2,2,0,1,2,0
77.5,20.35,0,4,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,1
6975.25,105.95,1,66,0,1,0,1,2,1,0,0,2,2,2,2,1,1,1,1
4433.3,85.8,0,52,0,1,1,1,0,1,0,2,2,2,0,0,0,0,0,0
1424.5,73.85,0,19,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,1
2424.05,46.0,0,54,1,1,1,0,1,0,0,0,2,2,0,2,2,0,1,0
394.1,30.85,0,13,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0
3510.3,74.45,0,47,0,0,0,1,0,0,0,0,2,2,2,2,2,0,3,0
780.2,24.7,0,34,0,1,0,1,2,2,1,1,1,1,1,1,0,0,2,0
1240.25,54.15,0,24,0,0,0,0,1,0,0,2,2,0,2,2,0,1,1,1
4884.85,87.55,0,57,0,0,0,1,2,1,2,2,0,2,0,0,0,1,0,0
174.75,90.75,0,2,1,0,0,1,2,1,2,0,0,0,0,2,0,0,3,0
4323.45,104.75,1,42,0,0,0,1,2,1,0,2,2,0,2,2,0,1,0,1
161.45,29.45,0,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
357.0,20.45,0,18,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0
1416.75,23.65,0,62,0,1,0,1,2,2,1,1,1,1,1,1,2,0,0,0
30.55,30.55,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0
1509.8,64.9,0,23,1,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0
6547.7,106.0,0,61,1,1,1,1,2,1,2,2,0,0,2,2,1,1,2,1
3687.75,54.45,0,68,0,0,0,1,2,0,2,0,0,0,0,0,0,0,3,0
20.2,20.2,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,1
153.8,69.3,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0
357.6,59.45,0,6,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0
370.65,88.45,0,4,1,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1
4453.3,74.35,0,60,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
3112.05,56.8,0,55,0,1,0,1,0,0,2,2,0,2,0,0,2,0,3,0
793.55,79.25,1,10,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,1
8424.9,115.8,0,72,1,1,0,1,2,1,2,2,2,2,2,2,2,1,0,0
25.25,25.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
7030.65,100.5,0,71,0,1,1,1,2,1,2,2,2,0,2,0,2,0,0,0
589.25,20.1,0,31,0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,0
1061.6,19.4,0,57,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0
40.9,20.0,0,2,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0
399.25,100.85,0,4,0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,0
3937.45,54.2,0,72,0,1,0,0,1,0,0,2,2,0,2,2,2,1,2,1
20.0,20.0,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
2651.2,55.8,0,48,1,1,1,1,0,0,0,2,2,0,0,0,1,1,1,0
1821.8,25.5,0,68,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,0
2514.5,98.5,1,25,0,1,0,1,0,1,0,2,2,0,2,2,0,1,2,1
2462.6,45.05,0,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7882.25,110.8,1,72,0,1,0,1,2,1,0,2,2,2,2,2,2,1,1,0
1505.35,34.0,0,43,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0
225.75,19.65,0,11,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
369.3,44.45,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
4378.9,65.7,0,66,1,0,1,1,2,0,2,2,0,2,0,0,2,0,0,0
150.85,24.35,0,7,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
31.35,31.35,0,1,1,0,1,0,1,0,0,2,0,0,0,0,0,1,3,1
5244.45,100.3,0,52,0,1,1,1,0,1,2,0,2,0,2,2,1,0,2,0
651.55,53.8,0,11,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0
6921.7,94.45,0,72,0,1,0,1,2,1,2,2,0,0,0,2,2,1,1,0
7007.6,99.45,0,69,1,1,1,1,2,1,0,0,2,0,2,2,0,1,1,1
1045.25,58.2,0,19,0,0,0,1,0,0,0,2,0,0,2,0,1,0,2,0
1253.15,55.1,0,22,1,0,0,1,0,0,2,0,0,2,0,0,0,0,3,0
5817.7,95.3,0,58,0,0,0,1,0,1,0,0,0,2,2,2,0,1,2,0
779.2,19.35,0,39,1,0,1,1,0,2,1,1,1,1,1,1,1,0,0,0
106.2,51.55,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,0
3753.2,60.15,0,62,1,1,0,1,0,0,0,2,2,2,0,0,2,1,1,0
4039.3,57.8,0,70,0,1,0,0,1,0,0,2,2,2,2,2,2,0,0,0
5324.5,84.2,0,65,1,1,1,1,2,0,0,2,2,2,2,2,2,1,0,0
5356.45,78.6,0,69,1,0,0,1,2,0,2,2,2,2,0,2,1,1,1,1
5186.0,86.75,0,59,1,1,1,1,0,0,2,2,2,2,2,2,2,1,2,0
4888.7,95.05,1,50,0,1,0,1,2,1,0,2,2,0,2,0,0,1,2,1
5999.85,82.0,0,71,0,1,1,1,0,0,2,0,2,2,2,2,2,1,1,0
5426.85,105.0,0,52,1,0,0,1,0,1,0,2,2,2,2,2,1,1,0,1
78.05,78.05,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,1
2088.8,80.5,0,26,1,0,0,1,2,1,0,0,0,2,0,0,0,1,2,1
4370.25,66.9,0,66,0,1,0,1,2,0,2,2,2,0,0,0,2,0,0,0
2434.45,36.15,0,67,0,1,1,0,1,0,2,2,0,0,0,0,2,0,0,0
1737.45,84.1,0,21,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,0
89.5,45.35,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
329.75,19.9,0,17,1,1,1,1,0,2,1,1,1,1,1,1,1,0,0,0
80.55,80.55,0,1,1,1,0,1,0,1,0,0,0,0,2,0,0,1,2,1
143.9,69.95,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0
1270.2,86.2,0,15,0,0,0,1,0,1,2,0,0,0,2,0,0,0,2,1
61.45,20.25,0,3,1,0,0,1,0,2,1,1,1,1,1,1,0,1,2,0
2602.9,92.35,0,28,0,1,0,1,0,1,2,0,0,0,2,2,0,1,3,1
475.2,19.8,0,25,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,0
1006.9,25.25,0,40,1,1,1,1,2,2,1,1,1,1,1,1,2,0,1,0
7181.95,108.1,1,66,0,1,0,1,2,1,0,2,2,2,2,2,1,1,1,0
189.95,25.05,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1929.35,75.2,1,27,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,1
467.15,20.3,0,22,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1,0
1787.35,25.2,0,72,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,0
4388.4,101.0,1,43,1,1,0,1,2,1,0,2,0,0,2,2,0,1,2,1
829.55,105.5,1,8,0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,1
1135.7,91.1,0,13,1,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1
186.05,84.05,1,2,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,0
173.15,19.9,0,7,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
422.6,40.4,0,11,0,0,0,0,1,0,0,2,2,2,0,0,1,1,1,0
83.75,20.2,0,5,1,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0
122.0,20.35,0,5,1,0,1,1,0,2,1,1,1,1,1,1,0,0,1,0
6237.05,90.15,0,70,1,1,1,1,2,0,2,2,2,2,2,2,2,1,1,0
320.4,69.95,0,5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
79.55,79.55,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,1
1907.85,89.25,0,22,0,0,0,1,0,1,0,0,0,0,2,2,0,0,2,1
165.2,55.35,0,3,0,0,0,1,0,0,2,2,0,0,0,0,0,0,2,1
3815.4,68.75,0,56,0,1,1,1,2,0,2,2,0,0,0,2,1,0,0,0
4807.35,80.65,0,58,1,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0
2387.75,100.25,0,25,0,0,0,1,2,1,0,2,0,0,2,2,0,1,2,1
1975.85,86.8,1,23,1,1,0,1,2,1,0,0,0,0,0,2,0,0,2,0
147.8,69.0,0,2,0,1,0,1,0,0,0,0,2,0,2,2,0,0,1,0
1740.8,25.65,1,64,1,1,0,1,2,2,1,1,1,1,1,1,2,0,1,0
44.6,44.6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
1285.05,94.65,1,15,0,1,0,1,0,1,0,2,0,0,2,2,0,1,2,0
1187.05,40.35,0,30,0,0,0,0,1,0,0,0,0,2,0,2,1,1,1,0
1249.25,54.4,0,23,0,0,0,1,2,0,2,0,0,0,0,0,0,0,2,0
4346.4,104.7,0,41,1,0,0,1,2,1,0,2,2,0,2,2,0,1,2,1
829.3,70.5,0,11,0,0,0,1,0,0,0,0,0,2,2,2,0,0,3,0
605.9,26.25,0,22,0,0,0,1,2,2,1,1,1,1,1,1,2,0,3,0
5727.45,80.85,0,72,1,1,1,1,2,0,2,2,2,2,2,0,2,1,0,0
4254.1,64.15,0,69,0,1,1,1,2,0,2,0,2,2,0,0,2,1,1,0
2540.1,45.35,0,58,0,1,0,0,1,0,2,2,0,0,2,0,1,1,2,0
6215.35,100.55,0,63,0,1,1,1,2,1,2,2,2,0,2,0,0,1,2,1
79.25,79.25,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,1
417.5,20.65,0,20,1,1,0,1,0,2,1,1,1,1,1,1,1,0,3,0
4378.8,68.3,0,64,0,1,0,1,0,0,0,2,2,2,0,2,2,1,3,0
302.6,70.05,1,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0
459.95,20.3,1,24,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0
70.45,70.45,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,3,1
211.95,20.0,0,11,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
6424.25,96.6,0,66,1,1,0,1,2,1,2,2,2,2,0,0,2,0,3,0
776.25,19.2,0,43,1,1,1,1,0,2,1,1,1,1,1,1,1,1,3,0
2666.75,44.3,0,59,1,1,0,0,1,0,0,0,0,0,2,2,0,1,2,0
673.25,99.8,0,7,1,0,0,1,2,1,0,2,0,0,2,2,0,1,2,1
7746.7,110.1,1,72,0,0,0,1,2,1,2,2,0,2,2,2,2,1,0,0
270.2,19.45,0,13,1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
713.75,61.65,0,12,0,0,0,1,2,0,2,0,2,2,0,0,0,1,3,1
1642.75,24.7,0,64,0,0,0,1,2,2,1,1,1,1,1,1,1,0,3,0
4079.55,80.85,1,52,1,1,1,1,2,0,0,2,2,0,2,2,1,1,2,0
571.75,24.7,0,24,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,0
1094.35,18.8,0,57,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1,0
4895.1,115.05,0,43,0,0,0,1,2,1,2,2,2,2,2,2,2,0,1,0
401.5,56.3,0,8,0,1,1,1,0,0,0,2,0,2,0,0,0,0,0,0
1033.9,56.1,0,19,0,0,0,1,2,0,0,0,2,0,0,0,0,1,3,0
6460.55,92.45,0,69,1,1,0,1,2,1,0,2,0,2,2,0,2,1,3,0
1545.4,69.75,1,22,0,0,0,1,0,0,2,0,2,2,0,2,0,1,3,0
5737.6,80.45,0,72,0,1,0,1,2,1,2,0,0,0,0,0,2,0,0,0
2619.25,81.1,1,32,1,0,0,1,2,1,0,0,2,0,0,0,0,1,1,0
260.9,19.7,0,12,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
497.3,69.9,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0
1372.9,19.25,0,67,0,1,1,1,0,2,1,1,1,1,1,1,2,1,0,0
509.3,19.7,0,27,1,0,1,1,0,2,1,1,1,1,1,1,2,0,1,0
5567.55,81.25,0,64,1,0,0,1,2,0,2,2,2,2,2,0,1,0,2,0
284.9,69.55,0,4,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,0
44.0,44.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
274.35,55.8,0,5,1,0,0,1,0,0,2,0,2,0,0,0,0,1,3,0
4754.3,65.1,0,72,1,1,1,0,1,0,2,2,2,2,2,2,2,1,1,0
7240.65,105.35,0,69,0,1,0,1,2,1,0,0,2,2,2,2,2,0,0,0
4018.35,74.3,0,57,1,1,1,1,2,1,0,0,0,0,0,0,0,1,2,0
49.25,49.25,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,1,1
2816.65,59.9,1,46,1,1,0,0,1,0,0,2,2,2,2,2,1,1,0,1
740.3,24.5,0,33,0,1,1,1,2,2,1,1,1,1,1,1,2,1,3,1
1863.8,74.3,0,25,0,0,0,1,0,0,2,2,2,2,2,0,1,0,3,1
658.95,19.55,0,31,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,1
20.8,20.8,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
90.05,44.5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0
19.4,19.4,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0
402.5,75.6,0,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0
560.6,98.25,1,6,0,0,0,1,2,1,0,2,0,0,2,2,0,1,2,1
69.35,69.35,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
2171.15,68.25,0,33,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1
865.05,20.5,0,44,1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,0
2343.85,59.8,0,39,1,1,1,1,0,0,2,2,2,0,0,0,1,0,2,0
4510.8,106.05,0,44,1,0,0,1,0,1,2,2,2,0,2,2,1,1,2,0
6962.85,98.65,0,71,1,1,0,1,2,1,0,0,2,0,2,2,1,1,1,0
908.15,19.2,0,46,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1,0
5264.25,76.1,0,70,1,1,0,1,2,0,0,2,2,2,2,0,2,0,1,0
4549.45,90.1,0,50,1,0,0,1,0,1,2,2,2,2,0,0,1,1,1,0
3893.6,94.3,0,41,0,1,1,1,2,1,2,2,0,0,2,0,0,1,0,0
3251.3,89.2,0,35,1,0,0,1,0,1,2,0,0,2,0,2,1,1,2,0
531.0,91.0,0,6,1,1,0,1,0,1,0,2,2,0,0,2,0,1,2,1
4916.95,90.15,0,55,0,1,0,1,2,0,2,2,2,2,2,2,1,1,2,0
266.6,20.4,0,12,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
654.55,20.55,0,32,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0
1399.35,19.95,0,69,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1,0
5637.85,105.2,0,54,1,1,1,1,2,1,0,2,0,2,2,2,1,1,2,0
1042.65,20.45,0,51,1,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0
6292.7,113.6,1,55,1,1,0,1,2,1,0,2,2,2,2,2,2,1,2,0
5893.15,110.35,0,54,0,1,0,1,2,1,0,2,2,2,2,2,1,0,2,1
1474.35,25.3,0,58,1,0,0,1,2,2,1,1,1,1,1,1,2,1,1,0
1301.0,91.65,0,14,0,1,1,1,2,1,0,0,0,2,2,0,0,1,2,1
434.1,74.4,1,6,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,1
1265.65,49.5,0,26,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,0
19.65,19.65,0,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0
25.2,25.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
1093.0,20.6,0,60,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0
605.75,50.95,0,12,1,0,0,0,1,0,2,2,0,2,2,0,0,1,0,0
1173.55,94.55,0,12,1,0,0,1,2,1,0,0,0,0,2,2,0,0,2,0
1637.4,39.3,1,40,0,1,0,0,1,0,0,2,0,0,2,0,0,1,2,1
174.65,20.25,0,8,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0
19.85,19.85,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
273.0,70.9,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
2404.15,79.85,0,31,0,0,0,1,2,1,0,0,0,2,0,0,0,1,1,1
494.05,54.55,1,9,1,0,0,1,2,0,2,0,0,0,0,0,0,0,2,1
7261.75,106.35,0,69,1,1,1,1,0,1,2,2,0,2,2,2,2,1,1,0
373.0,39.55,0,9,1,0,0,0,1,0,2,2,2,0,0,0,1,0,3,0
3027.25,45.55,1,66,0,1,0,0,1,0,0,2,2,0,2,0,1,0,0,0
3019.25,96.15,1,32,1,0,0,1,2,1,0,0,0,0,2,2,0,1,1,1
6871.9,100.05,1,66,1,1,0,1,2,1,0,0,0,2,2,2,0,1,1,1
5116.6,90.55,0,56,0,1,0,1,2,1,0,2,2,2,0,0,0,0,2,0
1505.85,85.45,1,18,0,0,0,1,2,1,0,2,0,2,0,0,0,1,2,1
389.6,81.0,0,5,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,1
4362.05,79.95,0,54,1,1,1,1,0,1,0,2,0,2,0,0,2,1,0,0
1027.25,20.2,0,48,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0
3488.15,89.6,0,40,1,0,0,1,0,1,0,2,0,2,0,2,1,1,1,0
1767.35,70.95,0,25,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1
4812.75,94.65,0,51,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1
7930.55,108.15,0,70,0,1,1,1,2,1,2,2,2,0,2,2,1,1,1,0
56.35,25.05,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1
1715.65,55.25,0,31,1,0,0,1,0,0,0,0,2,2,0,0,0,1,2,1
5347.95,106.8,1,50,0,0,0,1,2,1,0,2,0,2,2,2,1,1,2,0
498.1,94.45,0,5,1,1,0,1,0,1,0,0,2,0,2,2,0,1,2,1
141.7,45.45,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
130.1,49.9,0,3,1,0,0,1,0,0,0,2,0,0,0,0,0,1,3,1
19.45,19.45,0,1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,1
1825.5,59.7,0,31,1,1,1,1,2,0,0,0,0,0,0,2,0,0,0,0
526.7,80.3,0,7,0,0,0,1,0,1,0,0,0,0,2,0,0,1,3,1
4116.9,80.75,0,51,0,1,1,1,2,1,0,0,0,2,0,0,0,1,2,0
2193.65,85.8,1,26,0,0,0,1,0,1,2,0,0,0,2,0,0,1,1,0
1180.95,86.3,0,14,0,0,0,1,0,1,0,2,0,0,0,2,0,1,2,1
2929.75,90.55,0,31,1,1,0,1,2,1,2,2,0,2,0,0,0,1,1,0
773.65,94.0,0,8,1,0,0,1,2,1,0,2,2,0,2,0,0,1,2,1
2333.85,50.9,0,45,0,1,1,0,1,0,2,0,0,0,2,2,0,1,0,0
1174.35,61.6,1,20,0,0,0,1,2,0,0,0,0,0,0,2,0,1,3,1
42.9,42.9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
5542.55,80.65,0,69,1,1,1,1,0,0,2,2,0,2,2,2,2,0,0,0
1422.1,88.45,0,16,0,0,0,1,2,1,0,0,2,0,0,2,0,1,2,1
3682.45,78.75,0,48,1,0,1,1,2,0,2,0,2,0,2,2,1,1,1,0
1124.2,19.75,0,61,1,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0
6860.6,104.25,0,66,1,0,0,1,2,1,0,2,0,2,2,2,1,1,2,0
1026.35,19.5,0,55,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0
2997.45,50.25,1,59,1,1,0,0,1,0,0,2,0,0,2,2,0,1,2,0
1785.65,60.9,0,28,1,1,0,1,0,0,2,2,0,2,0,0,0,0,3,0
2684.85,79.95,0,33,0,0,0,1,0,1,0,2,0,2,0,0,1,1,0,0
349.65,75.55,1,5,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,1
228.65,19.65,1,14,1,1,0,1,0,2,1,1,1,1,1,1,1,0,3,0
231.8,76.05,1,3,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
7015.9,98.2,0,72,0,1,0,1,2,1,2,0,2,2,2,0,2,1,0,0
107.25,41.35,0,3,1,0,0,0,1,0,2,0,2,2,0,0,0,0,3,0
1229.1,24.8,0,52,1,1,1,1,2,2,1,1,1,1,1,1,2,0,3,0
43.3,43.3,1,1,1,0,0,0,1,0,0,2,2,0,0,2,0,1,2,1
1025.15,38.85,0,26,0,1,1,0,1,0,2,2,0,2,0,0,0,0,1,0
45.7,45.7,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1
779.25,19.65,0,43,0,0,0,1,0,2,1,1,1,1,1,1,2,1,0,0
4905.75,94.0,1,51,1,0,0,1,0,1,0,0,2,0,2,2,1,1,0,0
217.1,50.3,0,4,0,1,1,1,0,0,2,0,0,0,0,0,0,0,2,0
295.95,20.55,0,15,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0
1329.15,83.55,0,17,0,0,0,1,0,1,0,2,0,0,2,0,0,1,2,0
19.95,19.95,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,0,2,1
959.9,84.6,0,12,1,1,0,1,0,1,2,2,2,0,0,0,0,1,2,0
2568.15,92.2,0,28,1,1,1,1,2,1,0,0,0,0,2,2,1,0,0,0
90.85,90.85,0,1,1,0,0,1,2,1,0,2,0,0,0,2,0,1,1,1
330.15,69.95,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1
25.25,25.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2292.75,99.95,0,23,1,0,0,1,0,1,2,0,2,0,2,2,1,1,1,0
1466.1,55.1,0,25,1,1,1,1,2,0,0,0,0,2,0,0,1,1,3,0
7887.25,109.55,0,72,0,1,1,1,2,1,2,2,2,0,2,2,2,0,1,0
94.5,20.4,0,4,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,0
2874.15,87.45,0,34,0,1,1,1,2,1,0,0,2,0,2,0,0,0,2,1
186.15,20.25,0,9,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
1639.3,88.35,0,18,0,0,0,1,2,1,0,0,0,2,2,0,0,1,2,1
1461.15,94.65,0,16,0,1,0,1,0,1,0,2,0,0,2,2,0,1,0,0
19.2,19.2,0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,0
5083.55,105.1,0,48,0,1,0,1,2,1,0,2,0,2,2,2,0,1,1,0
4616.05,73.8,0,61,0,1,1,1,0,0,0,0,2,2,2,2,2,1,0,0
29.95,29.95,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1
2289.9,85.45,0,28,1,1,1,1,0,1,0,0,2,0,2,0,0,0,2,0
1411.35,50.35,0,27,1,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0
867.1,59.65,0,15,1,1,1,1,2,0,0,0,2,2,0,0,0,1,0,0
